5.372940908731941244e-05,1.502087267056540117e-03,8.685151864910837238e-01,1.299289968327839717e-01
5.650133042086096028e-05,1.569709300869532491e-03,8.632269729846955286e-01,1.351468163839964209e-01
5.306752615430109600e-05,1.466578815863386681e-03,8.661701079842553108e-01,1.323102456737180743e-01
7.873263537565007575e-02,9.212673646244013970e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.331040764135108745e-01,4.668959235864713064e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.943015862863286092e-02,9.605185150993931220e-01,8.043463110354265537e-62,5.132627192137121248e-05
9.192473200932766986e-01,8.075267990666649964e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.560692909586466531e-05,1.545435045881752775e-03,8.609163382535784947e-01,1.374826197714052178e-01
5.553218987858849555e-05,1.559463477259004534e-03,8.635204560511399174e-01,1.348645482817637797e-01
6.148085168314093747e-05,1.618073579898845994e-03,8.443713063504145744e-01,1.539491392179983265e-01
5.272656579887324434e-05,1.463912661442176577e-03,8.681599756416116254e-01,1.303233851311858815e-01
5.334911246036639130e-05,1.486557926755030035e-03,8.674608727463116731e-01,1.309992202144434070e-01
5.264399536478123627e-05,1.463985797355484269e-03,8.698099403828830622e-01,1.286734298243461250e-01
1.135072032476360161e-04,3.064548260248000939e-03,7.298560135827142359e-01,2.669659309537396608e-01
7.080252821121697099e-05,1.818363998484664882e-03,8.247250773545737879e-01,1.733857561187065743e-01
5.593658117791777684e-05,1.557319990752547645e-03,8.597976310704988911e-01,1.385891123575903605e-01
5.339505588309615764e-05,1.493328016479895937e-03,8.681912701419185474e-01,1.302620067856651853e-01
1.748201098461053663e-04,4.807648920460416524e-03,6.172987332737496224e-01,3.777187976959919258e-01
5.871668944287774573e-05,1.572969849694965446e-03,8.510012918939954263e-01,1.473670215669155570e-01
5.825671397389318323e-05,1.568062360207352719e-03,8.521868821275762063e-01,1.461867987982564676e-01
5.650210761134887044e-05,1.565230914961227363e-03,8.578968235880575222e-01,1.404814433893311343e-01
1.356623175369396899e-03,3.512640407008277982e-02,3.473230217386274674e-05,9.634822404523752937e-01
6.009862036742608967e-05,1.616425860899532978e-03,8.475550066843606789e-01,1.507684688343934321e-01
6.970223514557831999e-05,1.800695445114723669e-03,8.270285514409561056e-01,1.711010508788263496e-01
9.015323299213970332e-05,2.178264790211120131e-03,7.892650666805145487e-01,2.084665152962761614e-01
5.501139346771742502e-05,1.512863786991576649e-03,8.605238538634333301e-01,1.379082709561046671e-01
1.045487149729728508e-04,2.405240066311314408e-03,7.666385696767347158e-01,2.308516415419889500e-01
5.777809996008127010e-05,1.588802627216693132e-03,8.534011673253240060e-01,1.449522519474915616e-01
6.395868156498932873e-05,1.704432392985393875e-03,8.382294434413537498e-01,1.600021654841265462e-01
6.182657008128653986e-05,1.665904753808127416e-03,8.428612339809236076e-01,1.554110346952080890e-01
5.804195278877409531e-05,1.578411288461060860e-03,8.526497786221867159e-01,1.457137681365756887e-01
5.399380775620725480e-05,1.510742736138996796e-03,8.661919627953930112e-01,1.322433006606854866e-01
5.727698968402900249e-05,1.573453396949857364e-03,8.548805816802530488e-01,1.434886879331530030e-01
5.578035434339806620e-05,1.562095304808954659e-03,8.626025746170948860e-01,1.357795497237137827e-01
4.240542278784313374e-04,1.101755387658094956e-02,2.612818869017679013e-01,7.272765049937838233e-01
3.320874085116919811e-02,8.607563805516150746e-01,1.039349082164289805e-27,1.060348785971631236e-01
4.829848768294492389e-01,5.170151231705825134e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.221792594271049914e-01,7.782074057286378355e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.757438377684530206e-02,9.124256162232016187e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.270912351715456690e-02,5.759764974181965647e-01,3.195942075072658650e-20,4.013143790646614972e-01
5.263497959073926841e-02,9.473650204093013727e-01,0.000000000000000000e+00,2.055670206596981371e-185
4.548415716842300199e-02,9.545158428316308230e-01,0.000000000000000000e+00,5.623895035690947413e-97
4.174888196157837406e-02,9.582511180289352559e-01,1.581043038471181698e-129,9.484805018404835468e-12
1.411706708789939591e-01,8.588293291210351565e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.014720792056905463e-02,9.298527920794136259e-01,0.000000000000000000e+00,2.224474343660371430e-291
1.411854074727478476e-03,3.834138394147230261e-02,2.796781199153587719e-05,9.602187941718485220e-01
6.452609595786022723e-04,1.724696325817379194e-02,3.985584910008387050e-02,9.422519266821932638e-01
1.733162955817962815e-04,4.702068482584463062e-03,6.172447058486862925e-01,3.778799093731731173e-01
5.576634804915353843e-05,1.567082297665122609e-03,8.637626489900375182e-01,1.346145023642996708e-01
4.468500792923017773e-02,9.553149920707760812e-01,0.000000000000000000e+00,4.080568154095502620e-39
5.553064279778418313e-05,1.556241841522195118e-03,8.636569646765146491e-01,1.347312628391556522e-01
5.563305034689950860e-05,1.568429712284365911e-03,8.640223511996809602e-01,1.343535860376570135e-01
2.384637386226783843e-04,6.327383914545943108e-03,5.025663566095178725e-01,4.908677957372846734e-01
3.862126700654219813e-02,9.592478338845741304e-01,2.568390957577292083e-45,2.130899108869071211e-03
4.478878381029360867e-02,9.552112161897007292e-01,3.611619871099512238e-321,7.388876238574280742e-31
1.389559286195596256e-04,3.770330520202342262e-03,6.852675354700040744e-01,3.108231780811354650e-01
9.170490868332923685e-04,2.499866657684657670e-02,1.797218094039564713e-03,9.722870662422329335e-01
3.075511418860296230e-03,8.196877009676899195e-02,1.304895352616321321e-08,9.149557054353650853e-01
4.918508965007695535e-03,1.114568565812737860e-01,1.255733822500301129e-10,8.836246343282013749e-01
